SITE,LOCATION,ASPECT,TREE,NEW TREE TAG,PRESSURE [MPa],SPECIES (common),SPECIES (sci),DATE COLLECTED,TIME COLLECTED,TIME MEASURED,TIME OF DAY,Paired Measure Day,AGE,WEATHER NOTES,WHAT MEASURED,TREE NOTES,SHOOT HEIGHT ABOVE GROUND SURFACE [m],VIEWER,INSTRUMENT,APPROXIMATE DBH (CM)
SAGEHORN,,,205,4,4.25,,QUGA,8/26/2016,13:23,15:23,mid-day,8/26/2016,MATURE,"warm, breezy, clear skies",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #3,
SAGEHORN,,,205,4,4.5,,QUGA,8/26/2016,13:23,15:25,mid-day,8/26/2016,MATURE,"warm, breezy, clear skies",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #3,
SAGEHORN,,,205,4,4.35,,QUGA,8/26/2016,13:23,15:30,mid-day,8/26/2016,MATURE,"warm, breezy, clear skies",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #3,
SAGEHORN,,,207,1,3.5,,QUGA,8/26/2016,13:21,15:32,mid-day,8/26/2016,MATURE,"warm, breezy, clear skies",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #3,
SAGEHORN,,,207,1,3.8,,QUGA,8/26/2016,13:21,15:37,mid-day,8/26/2016,MATURE,"warm, breezy, clear skies",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #3,
SAGEHORN,,,207,1,3.9,,QUGA,8/26/2016,13:21,15:40,mid-day,8/26/2016,MATURE,"warm, breezy, clear skies",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #3,
SAGEHORN,,,205,4,4.35,,QUGA,8/26/2016,12:20,12:29,mid-day,8/26/2016,MATURE,"warm, breezy, clear skies",LEAF,part-sun,1.5-2.5,HAHM,DawsonPMS Chamber #3,
SAGEHORN,,,205,4,3.4,,QUGA,8/26/2016,12:20,12:36,mid-day,8/26/2016,MATURE,"warm, breezy, clear skies",LEAF,"bagged in whirl-pack night before, then covered in tin foil",1.5-2.5,HAHM,DawsonPMS Chamber #3,
SAGEHORN,,,207,1,4.3,,QUGA,8/26/2016,12:18,12:39,mid-day,8/26/2016,MATURE,"warm, breezy, clear skies",LEAF,sun,1.5-2.5,HAHM,DawsonPMS Chamber #3,
SAGEHORN,,,207,1,3.05,,QUGA,8/26/2016,12:18,12:45,mid-day,8/26/2016,MATURE,"warm, breezy, clear skies",LEAF,"bagged in whirl-pack night before, then covered in tin foil",1.5-2.5,HAHM,DawsonPMS Chamber #3,
SAGEHORN,,,NT ADJ,166,4.9,,QUGA,8/26/2016,12:10,12:49,mid-day,8/26/2016,MATURE,"warm, breezy, clear skies",LEAF,part-sun,1.5-2.5,HAHM,DawsonPMS Chamber #3,
SAGEHORN,,,NT ADJ,166,3.9,,QUGA,8/26/2016,12:10,12:53,mid-day,8/26/2016,MATURE,"warm, breezy, clear skies",LEAF,"bagged in whirl-pack night before, then covered in tin foil",1.5-2.5,HAHM,DawsonPMS Chamber #3,
SAGEHORN,,,208,167,3.9,,QUGA,8/26/2016,12:13,12:55,mid-day,8/26/2016,MATURE,"warm, breezy, clear skies",LEAF,sun,1.5-2.5,HAHM,DawsonPMS Chamber #3,
SAGEHORN,,,208,167,2.85,,QUGA,8/26/2016,12:13,13:02,mid-day,8/26/2016,MATURE,"warm, breezy, clear skies",LEAF,"bagged in whirl-pack night before, then covered in tin foil",1.5-2.5,HAHM,DawsonPMS Chamber #3,
SAGEHORN,,,206,5,3.75,,QUGA,8/26/2016,12:22,13:04,mid-day,8/26/2016,MATURE,"warm, breezy, clear skies",LEAF,sun,1.5-2.5,HAHM,DawsonPMS Chamber #3,
SAGEHORN,,,206,5,2.7,,QUGA,8/26/2016,12:22,13:07,mid-day,8/26/2016,MATURE,"warm, breezy, clear skies",LEAF,"bagged in whirl-pack night before, then covered in tin foil",1.5-2.5,HAHM,DawsonPMS Chamber #3,
SAGEHORN,,,209,168,3.65,,QUGA,8/26/2016,12:15,13:09,mid-day,8/26/2016,MATURE,"warm, breezy, clear skies",LEAF,part-sun,1.5-2.5,HAHM,DawsonPMS Chamber #3,
SAGEHORN,,,209,168,2.25,,QUGA,8/26/2016,12:15,13:14,mid-day,8/26/2016,MATURE,"warm, breezy, clear skies",LEAF,"bagged in whirl-pack night before, then covered in tin foil",1.5-2.5,HAHM,DawsonPMS Chamber #3,
SAGEHORN,,,NT ADJ,166,4.05,,QUGA,9/17/2016,6:15,6:30,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,NT ADJ,166,4.1,,QUGA,9/17/2016,6:15,6:42,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,NT ADJ,166,4.35,,QUGA,9/17/2016,6:15,6:45,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,209,168,1.9,,QUGA,9/17/2016,6:19,6:48,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,209,168,2,,QUGA,9/17/2016,6:19,6:50,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,209,168,2.05,,QUGA,9/17/2016,6:19,6:52,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,205,4,3.5,,QUGA,9/17/2016,6:06,6:55,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,205,4,3.7,,QUGA,9/17/2016,6:06,6:58,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,205,4,3.6,,QUGA,9/17/2016,6:06,7:00,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,207,1,2.56,,QUGA,9/17/2016,6:03,7:04,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,207,1,2.56,,QUGA,9/17/2016,6:03,7:06,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,207,1,2.65,,QUGA,9/17/2016,6:03,7:11,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,206,5,2.25,,QUGA,9/17/2016,6:08,7:14,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,206,5,2.35,,QUGA,9/17/2016,6:08,7:18,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,206,5,2.2,,QUGA,9/17/2016,6:08,7:21,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,208,167,2.65,,QUGA,9/17/2016,6:17,7:24,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,208,167,2.7,,QUGA,9/17/2016,6:17,7:28,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,209,168,3.7,,QUGA,9/17/2016,11:34,11:47,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,209,168,3.65,,QUGA,9/17/2016,11:34,11:52,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,209,168,3.65,,QUGA,9/17/2016,11:34,11:56,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,206,5,3.6,,QUGA,9/17/2016,11:30,11:58,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,206,5,3.85,,QUGA,9/17/2016,11:30,12:02,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,206,5,4,,QUGA,9/17/2016,11:30,12:05,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,208,167,4.1,,QUGA,9/17/2016,11:36,12:08,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,208,167,4.3,,QUGA,9/17/2016,11:36,12:10,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,205,4,4.7,,QUGA,9/17/2016,11:25,12:13,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,205,4,5,,QUGA,9/17/2016,11:25,12:17,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,NT ADJ,166,4.9,,QUGA,9/17/2016,11:38,12:20,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,NT ADJ,166,5.05,,QUGA,9/17/2016,11:38,12:23,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,NT ADJ,166,5.05,,QUGA,9/17/2016,11:38,12:25,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,207,1,4.35,,QUGA,9/17/2016,11:22,12:28,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,207,1,4.6,,QUGA,9/17/2016,11:22,12:30,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,207,1,4.6,,QUGA,9/17/2016,11:22,12:35,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,,209,168,0.65,,QUGA,11/1/2016,11:50,13:00,mid-day,11/1/2016,MATURE,"warm to cool, leaves dry, part-sun to shade, good measurements",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,,209,168,0.9,,QUGA,11/1/2016,11:50,13:02,mid-day,11/1/2016,MATURE,"warm to cool, leaves dry, part-sun to shade, good measurements",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,,208,167,1.4,,QUGA,11/1/2016,11:47,13:05,mid-day,11/1/2016,MATURE,"warm to cool, leaves dry, part-sun to shade, good measurements",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,,NT ADJ,166,0.9,,QUGA,11/1/2016,11:46,13:07,mid-day,11/1/2016,MATURE,"warm to cool, leaves dry, part-sun to shade, good measurements",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,,NT ADJ,166,1.8,,QUGA,11/1/2016,11:46,13:09,mid-day,11/1/2016,MATURE,"warm to cool, leaves dry, part-sun to shade, good measurements",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,,205,4,2.2,,QUGA,11/1/2016,12:07,13:12,mid-day,11/1/2016,MATURE,"warm to cool, leaves dry, part-sun to shade, good measurements",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,,205,4,1.1,,QUGA,11/1/2016,12:07,13:14,mid-day,11/1/2016,MATURE,"warm to cool, leaves dry, part-sun to shade, good measurements",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,,207,1,1.7,,QUGA,11/1/2016,12:04,13:16,mid-day,11/1/2016,MATURE,"warm to cool, leaves dry, part-sun to shade, good measurements",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,,207,1,1.3,,QUGA,11/1/2016,12:04,13:18,mid-day,11/1/2016,MATURE,"warm to cool, leaves dry, part-sun to shade, good measurements",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,,206,5,1,,QUGA,11/1/2016,12:08,13:20,mid-day,11/1/2016,MATURE,"warm to cool, leaves dry, part-sun to shade, good measurements",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,,206,5,1.3,,QUGA,11/1/2016,12:08,13:22,mid-day,11/1/2016,MATURE,"warm to cool, leaves dry, part-sun to shade, good measurements",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,,207,1,0,,QUGA,11/1/2016,7:45,8:30,pre-dawn,11/1/2016,MATURE,"misty, wet, cool, wet leaves, totally saturated ground, 23 mm rain overnite, leaves mostly green, some yellow brown, wet on surface of cut even after dabbing dry--- infer 0 water potential",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,,205,4,0,,QUGA,11/1/2016,7:45,8:30,pre-dawn,11/1/2016,MATURE,"misty, wet, cool, wet leaves, totally saturated ground, 23 mm rain overnite, leaves mostly green, some yellow brown, wet on surface of cut even after dabbing dry--- infer 0 water potential",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,,206,5,0,,QUGA,11/1/2016,7:45,8:30,pre-dawn,11/1/2016,MATURE,"misty, wet, cool, wet leaves, totally saturated ground, 23 mm rain overnite, leaves mostly green, some yellow brown, wet on surface of cut even after dabbing dry--- infer 0 water potential",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,,NT ADJ,166,0,,QUGA,11/1/2016,7:45,8:30,pre-dawn,11/1/2016,MATURE,"misty, wet, cool, wet leaves, totally saturated ground, 23 mm rain overnite, leaves mostly green, some yellow brown, wet on surface of cut even after dabbing dry--- infer 0 water potential",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,,208,167,0,,QUGA,11/1/2016,7:45,8:30,pre-dawn,11/1/2016,MATURE,"misty, wet, cool, wet leaves, totally saturated ground, 23 mm rain overnite, leaves mostly green, some yellow brown, wet on surface of cut even after dabbing dry--- infer 0 water potential",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,,209,168,0,,QUGA,11/1/2016,7:45,8:30,pre-dawn,11/1/2016,MATURE,"misty, wet, cool, wet leaves, totally saturated ground, 23 mm rain overnite, leaves mostly green, some yellow brown, wet on surface of cut even after dabbing dry--- infer 0 water potential",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
RIVENDELL,North,,BY W13Trail,,3.1,,UMCA,2017-09-13,7:01,7:09,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,1.5-2.5,HAHM/BAXTER,DawsonPMS Chamber #2,15
RIVENDELL,North,,BY W13Trail,,3,,UMCA,2017-09-13,7:01,7:09,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,1.5-2.5,HAHM/BAXTER,DawsonPMS Chamber #2,15
RIVENDELL,North,,BY W7,,0.7,,QUCH,2017-09-13,6:40,7:17,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,1.5-2.5,HAHM/BAXTER,DawsonPMS Chamber #2,20
RIVENDELL,North,,BY W7,,0.5,,QUCH,2017-09-13,6:40,7:17,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,1.5-2.5,HAHM/BAXTER,DawsonPMS Chamber #2,20
RIVENDELL,Ridge,,BY W15,,1.5,,PSME,2017-09-13,6:30,7:20,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,1.5-2.5,HAHM/BAXTER,DawsonPMS Chamber #2,10
RIVENDELL,Ridge,,BY W15,,1.5,,PSME,2017-09-13,6:30,7:20,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,1.5-2.5,HAHM/BAXTER,DawsonPMS Chamber #2,10
RIVENDELL,Elder,,602,,0.4,,UMCA,2017-09-13,7:00,7:23,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,1.5-2.5,HAHM/BAXTER,DawsonPMS Chamber #2,20
RIVENDELL,Elder,,602,,0.6,,UMCA,2017-09-13,7:00,7:23,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,1.5-2.5,HAHM/BAXTER,DawsonPMS Chamber #2,20
RIVENDELL,Elder,,604,,0.6,,PSME,2017-09-13,6:50,7:25,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,1.5-2.5,HAHM/BAXTER,DawsonPMS Chamber #2,5
RIVENDELL,Elder,,604,,1.2,,PSME,2017-09-13,6:50,7:25,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,1.5-2.5,HAHM/BAXTER,DawsonPMS Chamber #2,5
RIVENDELL,Elder,,ElderALNUS,,0.6,,ALNUS,2017-09-13,6:52,7:30,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,1.5-2.5,HAHM/BAXTER,DawsonPMS Chamber #2,35
RIVENDELL,Elder,,ElderALNUS,,0.65,,ALNUS,2017-09-13,6:52,7:30,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,1.5-2.5,HAHM/BAXTER,DawsonPMS Chamber #2,35
RIVENDELL,Ridge,,1 m sapling W15 QUCH,,0.9,,QUCH,2017-09-13,6:30,7:37,pre-dawn,2017-09-13,SAPLING,"cool, humid, no dew though. starry skies, half moon",SHOOT,,1,HAHM/BAXTER,DawsonPMS Chamber #2,1
RIVENDELL,Ridge,,1 m sapling W15 QUCH,,1.15,,QUCH,2017-09-13,6:30,7:37,pre-dawn,2017-09-13,SAPLING,"cool, humid, no dew though. starry skies, half moon",SHOOT,,1,HAHM/BAXTER,DawsonPMS Chamber #2,1
RIVENDELL,Ridge,,1 m sapling W15 PSME,,1.9,,PSME,2017-09-13,6:30,7:40,pre-dawn,2017-09-13,SAPLING,"cool, humid, no dew though. starry skies, half moon",SHOOT,,1,HAHM/BAXTER,DawsonPMS Chamber #2,1
RIVENDELL,Ridge,,1 m sapling W15 PSME,,1.9,,PSME,2017-09-13,6:30,7:40,pre-dawn,2017-09-13,SAPLING,"cool, humid, no dew though. starry skies, half moon",SHOOT,,1,HAHM/BAXTER,DawsonPMS Chamber #2,1
RIVENDELL,South,,S. Side Wx Stn,,1.9,,PSME,2017-09-13,6:20,7:45,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,1.5-2.5,HAHM/BAXTER,DawsonPMS Chamber #2,20
RIVENDELL,South,,S. Side Wx Stn,,1.7,,PSME,2017-09-13,6:20,7:45,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,1.5-2.5,HAHM/BAXTER,DawsonPMS Chamber #2,20
RIVENDELL,North,,#3 largest near PSME #26,,1.4,,QUCH,2017-09-13,7:19,7:48,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,8,HAHM/BAXTER,DawsonPMS Chamber #2,
RIVENDELL,North,,#3 largest near PSME #26,,1.2,,QUCH,2017-09-13,7:19,7:48,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,8,HAHM/BAXTER,DawsonPMS Chamber #2,
RIVENDELL,West,,West NODE,,2.2,,NODE,2017-09-13,6:33,7:53,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,8,HAHM/BAXTER,DawsonPMS Chamber #2,10
RIVENDELL,West,,West NODE,,2.2,,NODE,2017-09-13,6:33,7:53,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,8,HAHM/BAXTER,DawsonPMS Chamber #2,10
RIVENDELL,North,,41,,1.2,,PSME,2017-09-13,6:16,7:57,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,11,HAHM/BAXTER,DawsonPMS Chamber #2,
RIVENDELL,North,,41,,1.2,,PSME,2017-09-13,6:16,7:57,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,11,HAHM/BAXTER,DawsonPMS Chamber #2,
RIVENDELL,West,,W. Quch Small,,1.7,,QUCH,2017-09-13,6:40,8:01,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,10,HAHM/BAXTER,DawsonPMS Chamber #2,10
RIVENDELL,West,,W. Quch Small,,1.8,,QUCH,2017-09-13,6:40,8:01,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,10,HAHM/BAXTER,DawsonPMS Chamber #2,10
RIVENDELL,North,,Quch #1 near PSME @ 26,,1.7,,QUCH,2017-09-13,7:20,8:05,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,8,HAHM/BAXTER,DawsonPMS Chamber #2,
RIVENDELL,North,,Quch #1 near PSME @ 26,,1.9,,QUCH,2017-09-13,7:20,8:05,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,8,HAHM/BAXTER,DawsonPMS Chamber #2,
RIVENDELL,South,,50,,1.8,,NODE,2017-09-13,6:25,8:10,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,1.5-2.5,HAHM/BAXTER,DawsonPMS Chamber #2,25
RIVENDELL,South,,50,,1.9,,NODE,2017-09-13,6:25,8:10,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,1.5-2.5,HAHM/BAXTER,DawsonPMS Chamber #2,25
RIVENDELL,North,,next to ILEAN,,1.7,,PSME,2017-09-13,7:40,8:13,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,17,HAHM/BAXTER,DawsonPMS Chamber #2,
RIVENDELL,North,,next to ILEAN,,1.6,,PSME,2017-09-13,7:40,8:13,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,17,HAHM/BAXTER,DawsonPMS Chamber #2,
RIVENDELL,West,,Griff,,1.7,,PSME,2017-09-13,6:37,8:16,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,10,HAHM/BAXTER,DawsonPMS Chamber #2,
RIVENDELL,West,,Griff,,1.85,,PSME,2017-09-13,7:37,8:16,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,10,HAHM/BAXTER,DawsonPMS Chamber #2,
RIVENDELL,North,,40,,2.05,,PSME,2017-09-13,6:13,8:23,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,5.5,HAHM/BAXTER,DawsonPMS Chamber #2,
RIVENDELL,North,,40,,2,,PSME,2017-09-13,6:13,8:23,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,5.5,HAHM/BAXTER,DawsonPMS Chamber #2,
RIVENDELL,North,,Near VMS,,1.5,,NODE,2017-09-13,6:37,8:27,pre-dawn,2017-09-13,MATURE,"cool, humid, no dew though. starry skies, half moon",SHOOT,,1.5-2.5,HAHM/BAXTER,DawsonPMS Chamber #2,5
